Year,Gender,Ethnicity,Ethnicity-Short,Name,Count
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Crystal,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Cynthia,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Daphne,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Diya,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Doris,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eileen,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elaine,21
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eleanor,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elena,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elina,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elizabeth,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ella,52
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ellie,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Emily,110
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Emma,97
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Erica,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Erin,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Esther,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eva,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Evelyn,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Faith,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Fatima,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Fiona,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Gabriella,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Grace,51
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hafsa,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hailey,50
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hannah,46
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hareem,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hazel,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Helen,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Irene,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Iris,21
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Isabella,64
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Isabelle,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ivy,35
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Janice,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jannat,18
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jasmine,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jennifer,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jenny,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jessica,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joanna,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jocelyn,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jolin,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joy,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joyce,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Judy,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Julia,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kaitlyn,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Karen,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kate,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Katelyn,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Katherine,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Katie,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kayla,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kaylee,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kelly,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Khloe,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kimberly,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kylie,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lauren,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Layla,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Leah,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lillian,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lily,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Linda,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lydia,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Madeleine,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Madison,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maggie,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Mandy,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Manha,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maryam,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maya,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Megan,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Melanie,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Melody,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Mia,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Michelle,48
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Mila,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Miranda,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Natalie,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Nicole,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Nina,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Olivia,132
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Penelope,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Phoebe,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Queenie,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Rachel,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Rebecca,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Riley,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sabrina,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Samantha,34
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sara,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sarah,47
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Savannah,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Selena,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Selina,41
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Serena,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sharon,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sherry,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Shirley,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sofia,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sophia,144
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sophie,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Stella,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Stephanie,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Summer,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sydney,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Syeda,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tasnim,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tenzin,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tiffany,42
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tina,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vanessa,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vicky,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Victoria,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Violet,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vivian,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Winnie,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Xin,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zahra,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zainab,18
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zara,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zoe,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zoey,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aaliyah,55
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Abigail,66
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Adrianna,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aicha,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aisha,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aissatou,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alana,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alani,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alexa,12
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alexis,12
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alicia,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aliyah,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alyssa,30
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amanda,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amaya,37
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amber,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amelia,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amina,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aminata,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amira,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amirah,27
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amiyah,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Angel,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Angelina,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aniya,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aniyah,30
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aria,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ariana,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Arianna,38
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ariel,36
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Arielle,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ashley,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aubree,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aubrey,27
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Autumn,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ava,48
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Awa,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ayanna,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Bella,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Bintou,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Brianna,32
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Brielle,42
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Camille,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Chelsea,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Cheyenne,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Chloe,70
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Christina,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Danielle,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Deborah,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Destiny,38
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Elise,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Elizabeth,31
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Emily,35
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Emma,27
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Erin,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Faith,42
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Fanta,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Fatima,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Fatoumata,46
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Gabriella,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Gabrielle,42
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Genesis,21
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Gianna,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Grace,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Hailey,28
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Hannah,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Harmony,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Hawa,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Heaven,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Imani,34
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Isabella,43
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jada,28
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jade,32
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jaliyah,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Janelle,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Janiyah,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jasmine,27
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jayda,12
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jayla,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jessica,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jordan,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jordyn,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kaitlyn,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kaliyah,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kayla,62
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kaylee,30
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kelsey,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kennedy,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Khloe,49
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kiara,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kimora,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kyla,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kylee,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kylie,31
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Laila,38
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Lauren,32
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Layla,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Leah,35
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Leilani,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Lily,12
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),London,87
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Londyn,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Lyric,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mackenzie,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Madison,159
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Makayla,53
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Makenzie,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Malia,21
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Maliyah,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mariah,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mariam,34
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mariama,24
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Maya,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mckenzie,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Megan,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Melanie,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Melody,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mia,41
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Michelle,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mikayla,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Milan,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Miracle,18
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Morgan,24
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Mya,21
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Naomi,33
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Nevaeh,57
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Nia,32
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Nyla,47
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Nylah,31
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Olivia,58
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Oumou,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Paige,25
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Paris,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Peyton,36
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Phoenix,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Princess,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Riley,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Samantha,18
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Samara,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Samiyah,12
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sanaa,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sanai,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Saniyah,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sarah,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sarai,16
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sariah,15
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sasha,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Savannah,37
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Serenity,59
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Shayla,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Skye,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Skyla,29
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Skylah,14
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Skylar,43
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sophia,23
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Stephanie,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Summer,27
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Sydney,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Talia,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Tamia,20
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Taylor,71
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Tiana,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Tori,13
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Trinity,19
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Vanessa,17
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Victoria,39
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Violet,11
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Wynter,10
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Zoe,36
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Zoey,22
2012,FEMALE,BLACK NON HISPANIC,BLACK (NH),Zuri,10
2012,FEMALE,HISPANIC,HISPANIC,Aaliyah,68
2012,FEMALE,HISPANIC,HISPANIC,Abigail,99
2012,FEMALE,HISPANIC,HISPANIC,Adriana,59
2012,FEMALE,HISPANIC,HISPANIC,Adrianna,20
2012,FEMALE,HISPANIC,HISPANIC,Aileen,27
2012,FEMALE,HISPANIC,HISPANIC,Alana,18
2012,FEMALE,HISPANIC,HISPANIC,Alani,14
2012,FEMALE,HISPANIC,HISPANIC,Alejandra,14
2012,FEMALE,HISPANIC,HISPANIC,Alessandra,17
2012,FEMALE,HISPANIC,HISPANIC,Alexa,66
